year,month,program,script,live_call,adherent,days_to_refill_band,days_missed_band,engaged,days_to_initial_call,targeted_members,outreached_members,reached_members,engaged_members,days_to_refill,days_missed
2015,6,IVR,Late to Refill,0,1,>10,15-21,1,133,54,54,52,54,1162,963
2015,6,IVR,Late to Refill,0,1,>10,22-30,0,378,175,175,66,0,4351,4567
2015,6,IVR,Late to Refill,0,1,>10,22-30,1,173,73,73,73,73,1707,1896
2015,6,IVR,Late to Refill,0,1,>10,31-60,0,687,268,268,79,0,11233,11874
2015,6,IVR,Late to Refill,0,1,>10,31-60,1,308,120,120,120,120,5025,5568
2015,6,IVR,Late to Refill,0,1,>10,14-Aug,0,358,152,152,58,0,3018,1868
2015,6,IVR,Late to Refill,0,1,>10,14-Aug,1,110,46,46,46,46,567,568
2015,6,IVR,Late to Refill,0,1,>10,<=7,0,20,10,10,3,0,1664,41
2015,6,IVR,Late to Refill,0,1,>10,<=7,1,18,9,9,9,9,1647,39
2015,6,IVR,Late to Refill,0,1,>10,>60,0,8247,3285,3285,1021,0,631818,293570
2015,6,IVR,Late to Refill,0,1,>10,>60,1,2801,1146,1146,1134,1146,223971,102518
2015,6,IVR,Chronic Non-Adherent,0,0,,,,,36844,0,,,,
2015,6,IVR,Chronic Non-Adherent,0,0,7-Apr,15-21,0,14,6,6,5,0,41,115
2015,6,IVR,Chronic Non-Adherent,0,0,7-Apr,15-21,1,2,1,1,1,1,6,16
2015,6,IVR,Chronic Non-Adherent,0,0,7-Apr,22-30,0,14,7,7,4,0,34,175
2015,6,IVR,Chronic Non-Adherent,0,0,7-Apr,22-30,1,2,1,1,1,1,7,26
2015,6,IVR,Chronic Non-Adherent,0,0,7-Apr,31-60,0,17,8,8,2,0,41,381
2015,6,IVR,Chronic Non-Adherent,0,0,7-Apr,31-60,1,13,6,6,6,6,32,226
2015,6,IVR,Chronic Non-Adherent,0,0,7-Apr,14-Aug,0,22,10,10,5,0,61,121
2015,6,IVR,Chronic Non-Adherent,0,0,7-Apr,14-Aug,1,13,6,6,6,6,33,70
2015,6,IVR,Chronic Non-Adherent,0,0,7-Apr,<=7,0,132,60,60,17,0,317,80
2015,6,IVR,Chronic Non-Adherent,0,0,7-Apr,<=7,1,30,13,13,13,13,76,12
2015,6,IVR,Chronic Non-Adherent,0,0,7-Apr,>60,0,6,3,3,0,0,13,204
2015,6,IVR,Chronic Non-Adherent,0,0,10-Aug,15-21,0,38,4,4,0,0,38,77
2015,6,IVR,Chronic Non-Adherent,0,0,10-Aug,22-30,0,6,2,2,2,0,16,48
2015,6,IVR,Chronic Non-Adherent,0,0,10-Aug,22-30,1,6,3,3,3,3,26,66
2015,6,IVR,Chronic Non-Adherent,0,0,10-Aug,31-60,0,12,6,6,3,0,54,249
2015,6,IVR,Chronic Non-Adherent,0,0,10-Aug,14-Aug,0,14,6,6,0,0,51,68
2015,6,IVR,Chronic Non-Adherent,0,0,10-Aug,<=7,0,44,19,19,7,0,166,17
2015,6,IVR,Chronic Non-Adherent,0,0,10-Aug,<=7,1,32,15,15,15,15,133,10
2015,6,IVR,Chronic Non-Adherent,0,0,10-Aug,>60,0,2,1,1,0,0,10,70
2015,6,IVR,Chronic Non-Adherent,0,0,<=3,15-21,0,10067,4321,4321,1220,0,4,76847
2015,6,IVR,Chronic Non-Adherent,0,0,<=3,15-21,1,3895,1689,1689,1665,1689,3,29911
2015,6,IVR,Chronic Non-Adherent,0,0,<=3,22-30,0,9076,3886,3886,1178,0,1,99947
2015,6,IVR,Chronic Non-Adherent,0,0,<=3,22-30,1,3298,1418,1418,1396,1418,0,36640
2015,6,IVR,Chronic Non-Adherent,0,0,<=3,31-60,0,16822,7087,7087,2212,0,12,310799
2015,6,IVR,Chronic Non-Adherent,0,0,<=3,31-60,1,6332,2697,2697,2655,2697,7,120180
2015,6,IVR,Chronic Non-Adherent,0,0,<=3,14-Aug,0,15502,6539,6539,2057,0,7,69148
2015,6,IVR,Chronic Non-Adherent,0,0,<=3,14-Aug,1,5888,2549,2549,2522,2549,4,27282
2015,6,IVR,Chronic Non-Adherent,0,0,<=3,<=7,0,83641,34763,34763,13418,0,76,47166
2015,6,IVR,Chronic Non-Adherent,0,0,<=3,<=7,1,32915,14190,14190,14072,14190,29,17879
2015,6,IVR,Chronic Non-Adherent,0,0,<=3,>60,0,6645,2803,2803,723,0,3,203497
2015,6,IVR,Chronic Non-Adherent,0,0,<=3,>60,1,2163,909,909,899,909,1,66274
2015,6,IVR,Chronic Non-Adherent,0,0,>10,15-21,0,162,74,74,25,0,10148,1292
2015,6,IVR,Chronic Non-Adherent,0,0,>10,15-21,1,87,28,28,28,28,3144,489
2015,6,IVR,Chronic Non-Adherent,0,0,>10,22-30,0,209,85,85,24,0,11244,2188
2015,6,IVR,Chronic Non-Adherent,0,0,>10,22-30,1,58,28,28,28,28,4681,714
2015,6,IVR,Chronic Non-Adherent,0,0,>10,31-60,0,373,130,130,33,0,19514,5810
2015,6,IVR,Chronic Non-Adherent,0,0,>10,31-60,1,99,46,46,46,46,7518,2024
2015,6,IVR,Chronic Non-Adherent,0,0,>10,14-Aug,0,259,116,116,38,0,14554,1242
2015,6,IVR,Chronic Non-Adherent,0,0,>10,14-Aug,1,128,60,60,60,60,6836,636
2015,6,IVR,Chronic Non-Adherent,0,0,>10,<=7,0,1926,796,796,238,0,95696,806
2015,6,IVR,Chronic Non-Adherent,0,0,>10,<=7,1,762,352,352,346,352,45814,326
2015,6,IVR,Chronic Non-Adherent,0,0,>10,>60,0,133,43,43,6,0,6100,3037
2015,6,IVR,Chronic Non-Adherent,0,0,>10,>60,1,12,6,6,6,6,710,407
2015,6,IVR,Chronic Non-Adherent,0,1,,,,,30028,0,,,,
2015,6,IVR,Chronic Non-Adherent,0,1,7-Apr,15-21,0,28,6,6,2,0,31,101
2015,6,IVR,Chronic Non-Adherent,0,1,7-Apr,15-21,1,4,2,2,2,2,12,32
2015,6,IVR,Chronic Non-Adherent,0,1,7-Apr,22-30,1,2,1,1,1,1,4,29
2015,6,IVR,Chronic Non-Adherent,0,1,7-Apr,31-60,0,16,8,8,5,0,43,321
2015,6,IVR,Chronic Non-Adherent,0,1,7-Apr,31-60,1,15,7,7,7,7,36,336
2015,6,IVR,Chronic Non-Adherent,0,1,7-Apr,14-Aug,0,18,7,7,1,0,35,74
2015,6,IVR,Chronic Non-Adherent,0,1,7-Apr,14-Aug,1,4,2,2,2,2,13,23
2015,6,IVR,Chronic Non-Adherent,0,1,7-Apr,<=7,0,279,126,126,40,0,651,92
2015,6,IVR,Chronic Non-Adherent,0,1,7-Apr,<=7,1,136,61,61,60,61,342,47
2015,6,IVR,Chronic Non-Adherent,0,1,7-Apr,>60,0,7,3,3,1,0,16,210
2015,6,IVR,Chronic Non-Adherent,0,1,10-Aug,15-21,0,8,4,4,3,0,35,69
2015,6,IVR,Chronic Non-Adherent,0,1,10-Aug,15-21,1,2,1,1,1,1,10,17
2015,6,IVR,Chronic Non-Adherent,0,1,10-Aug,22-30,0,7,2,2,0,0,16,51
2015,6,IVR,Chronic Non-Adherent,0,1,10-Aug,22-30,1,6,3,3,3,3,27,90
2015,6,IVR,Chronic Non-Adherent,0,1,10-Aug,31-60,0,23,4,4,1,0,35,149
2015,6,IVR,Chronic Non-Adherent,0,1,10-Aug,31-60,1,12,6,6,6,6,59,274
2015,6,IVR,Chronic Non-Adherent,0,1,10-Aug,14-Aug,0,35,13,13,5,0,117,137
2015,6,IVR,Chronic Non-Adherent,0,1,10-Aug,14-Aug,1,4,2,2,2,2,20,18
2015,6,IVR,Chronic Non-Adherent,0,1,10-Aug,<=7,0,257,105,105,39,0,955,45
2015,6,IVR,Chronic Non-Adherent,0,1,10-Aug,<=7,1,94,37,37,37,37,330,9
2015,6,IVR,Chronic Non-Adherent,0,1,10-Aug,>60,0,6,2,2,1,0,17,136
2015,6,IVR,Chronic Non-Adherent,0,1,<=3,15-21,0,5012,2032,2032,782,0,2,36055
2015,6,IVR,Chronic Non-Adherent,0,1,<=3,15-21,1,1705,718,718,709,718,0,12769
2015,6,IVR,Chronic Non-Adherent,0,1,<=3,22-30,0,4090,1662,1662,601,0,6,42413
2015,6,IVR,Chronic Non-Adherent,0,1,<=3,22-30,1,1121,473,473,469,473,8,11978
2015,6,IVR,Chronic Non-Adherent,0,1,<=3,31-60,0,5642,2196,2196,758,0,15,94029
2015,6,IVR,Chronic Non-Adherent,0,1,<=3,31-60,1,1470,621,621,619,621,3,26448
2015,6,IVR,Chronic Non-Adherent,0,1,<=3,14-Aug,0,8919,3652,3652,1354,0,6,38391
2015,6,IVR,Chronic Non-Adherent,0,1,<=3,14-Aug,1,2872,1246,1246,1243,1246,7,13216
2015,6,IVR,Chronic Non-Adherent,0,1,<=3,<=7,0,69814,28207,28207,11070,0,176,30378
2015,6,IVR,Chronic Non-Adherent,0,1,<=3,<=7,1,24253,10187,10187,10094,10187,99,10307
2015,6,IVR,Chronic Non-Adherent,0,1,<=3,>60,0,2078,811,811,259,0,7,59147
2015,6,IVR,Chronic Non-Adherent,0,1,<=3,>60,1,482,206,206,200,206,0,14850
2015,6,IVR,Chronic Non-Adherent,0,1,>10,15-21,0,214,91,91,34,0,9311,1602
2015,6,IVR,Chronic Non-Adherent,0,1,>10,15-21,1,47,23,23,23,23,1997,390
2015,6,IVR,Chronic Non-Adherent,0,1,>10,22-30,0,139,62,62,19,0,5196,1575
2015,6,IVR,Chronic Non-Adherent,0,1,>10,22-30,1,49,24,24,24,24,2142,656
2015,6,IVR,Chronic Non-Adherent,0,1,>10,31-60,0,216,88,88,30,0,8370,3949
2015,6,IVR,Chronic Non-Adherent,0,1,>10,31-60,1,69,29,29,28,29,2285,1294
2015,6,IVR,Chronic Non-Adherent,0,1,>10,14-Aug,0,377,157,157,48,0,13457,1690
2015,6,IVR,Chronic Non-Adherent,0,1,>10,14-Aug,1,150,39,39,38,39,4131,415
2015,6,IVR,Chronic Non-Adherent,0,1,>10,<=7,0,7517,3038,3038,1187,0,344382,1126
2015,6,IVR,Chronic Non-Adherent,0,1,>10,<=7,1,2411,1051,1051,1044,1051,122968,325
2015,6,IVR,Chronic Non-Adherent,0,1,>10,>60,0,42,20,20,6,0,3167,1402
2015,6,IVR,Chronic Non-Adherent,0,1,>10,>60,1,10,5,5,5,5,412,345
2015,6,Live Call,Late to Refill,1,0,7-Apr,15-21,0,570,60,60,4,0,335,1081
2015,6,Live Call,Late to Refill,1,0,7-Apr,15-21,1,113,13,13,13,13,73,235
2015,6,Live Call,Late to Refill,1,0,7-Apr,22-30,0,1335,132,132,15,0,719,3752
2015,6,Live Call,Late to Refill,1,0,7-Apr,22-30,1,440,46,46,46,46,236,1277
2015,6,Live Call,Late to Refill,1,0,7-Apr,31-60,0,1077,108,108,11,0,631,5407
2015,6,Live Call,Late to Refill,1,0,7-Apr,31-60,1,442,50,50,50,50,289,2489
2015,6,Live Call,Late to Refill,1,0,7-Apr,14-Aug,0,684,73,73,8,0,409,773
2015,6,Live Call,Late to Refill,1,0,7-Apr,14-Aug,1,261,31,31,31,31,163,329
2015,6,Live Call,Late to Refill,1,0,7-Apr,<=7,0,4084,434,434,52,0,2366,2406
2015,6,Live Call,Late to Refill,1,0,7-Apr,<=7,1,1674,178,178,178,178,1005,1018
2015,6,Live Call,Late to Refill,1,0,7-Apr,>60,0,5,1,1,0,0,4,70
2015,6,Live Call,Late to Refill,1,0,10-Aug,15-21,0,239,27,27,3,0,249,488
2015,6,Live Call,Late to Refill,1,0,10-Aug,15-21,1,122,9,9,9,9,75,160
2015,6,Live Call,Late to Refill,1,0,10-Aug,22-30,0,867,85,85,14,0,760,2364
2015,6,Live Call,Late to Refill,1,0,10-Aug,22-30,1,354,34,34,34,34,303,992
2015,6,Live Call,Late to Refill,1,0,10-Aug,31-60,0,777,77,77,6,0,683,3754
2015,6,Live Call,Late to Refill,1,0,10-Aug,31-60,1,213,24,24,24,24,214,1248
2015,6,Live Call,Late to Refill,1,0,10-Aug,14-Aug,0,2490,262,262,20,0,2362,2424
2015,6,Live Call,Late to Refill,1,0,10-Aug,14-Aug,1,1103,117,117,117,117,1027,1084
2015,6,Live Call,Late to Refill,1,0,<=3,15-21,0,483,48,48,2,0,82,852
2015,6,Live Call,Late to Refill,1,0,<=3,15-21,1,214,26,26,26,26,53,476
2015,6,Live Call,Late to Refill,1,0,<=3,22-30,0,1260,115,115,10,0,213,3291
2015,6,Live Call,Late to Refill,1,0,<=3,22-30,1,333,33,33,33,33,61,900
2015,6,Live Call,Late to Refill,1,0,<=3,31-60,0,809,85,85,7,0,161,4457
2015,6,Live Call,Late to Refill,1,0,<=3,31-60,1,332,29,29,29,29,53,1619
2015,6,Live Call,Late to Refill,1,0,<=3,14-Aug,0,501,52,52,4,0,88,597
2015,6,Live Call,Late to Refill,1,0,<=3,14-Aug,1,186,22,22,22,22,35,255
2015,6,Live Call,Late to Refill,1,0,<=3,<=7,0,3949,406,406,55,0,785,916
2015,6,Live Call,Late to Refill,1,0,<=3,<=7,1,1477,166,166,166,166,317,381
2015,6,Live Call,Late to Refill,1,0,<=3,>60,0,12,1,1,0,0,2,75
2015,6,Live Call,Late to Refill,1,0,>10,15-21,0,4243,473,473,66,0,8834,8466
2015,6,Live Call,Late to Refill,1,0,>10,15-21,1,1651,189,189,189,189,3475,3358
2015,6,Live Call,Late to Refill,1,0,>10,22-30,0,6513,657,657,71,0,18015,17633
2015,6,Live Call,Late to Refill,1,0,>10,22-30,1,2194,218,218,218,218,6098,5799
2015,6,Live Call,Late to Refill,1,0,>10,31-60,0,17771,1842,1842,198,0,73312,89740
2015,6,Live Call,Late to Refill,1,0,>10,31-60,1,6632,686,686,686,686,27281,32879
2015,6,Live Call,Late to Refill,1,0,>10,14-Aug,0,2849,293,293,43,0,5876,3682
2015,6,Live Call,Late to Refill,1,0,>10,14-Aug,1,987,103,103,103,103,1951,1281
2015,6,Live Call,Late to Refill,1,0,>10,<=7,0,241,26,26,0,0,3176,100
2015,6,Live Call,Late to Refill,1,0,>10,<=7,1,112,8,8,8,8,1050,36
2015,6,Live Call,Late to Refill,1,0,>10,>60,0,35793,3713,3713,404,0,584792,322441
2015,6,Live Call,Late to Refill,1,0,>10,>60,1,13594,1354,1354,1354,1354,210765,117203
2015,6,Live Call,Late to Refill,1,1,7-Apr,15-21,0,10,1,1,0,0,4,21
2015,6,Live Call,Late to Refill,1,1,7-Apr,22-30,0,87,10,10,1,0,55,275
2015,6,Live Call,Late to Refill,1,1,7-Apr,22-30,1,60,4,4,4,4,20,120
2015,6,Live Call,Late to Refill,1,1,7-Apr,31-60,0,66,6,6,0,0,36,314
2015,6,Live Call,Late to Refill,1,1,7-Apr,14-Aug,0,87,8,8,1,0,41,73
2015,6,Live Call,Late to Refill,1,1,7-Apr,14-Aug,1,19,2,2,2,2,9,18
2015,6,Live Call,Late to Refill,1,1,7-Apr,<=7,0,730,80,80,9,0,433,438
2015,6,Live Call,Late to Refill,1,1,7-Apr,<=7,1,181,20,20,20,20,109,111
2015,6,Live Call,Late to Refill,1,1,10-Aug,15-21,0,78,6,6,1,0,54,113
2015,6,Live Call,Late to Refill,1,1,10-Aug,15-21,1,41,3,3,3,3,24,53
2015,6,Live Call,Late to Refill,1,1,10-Aug,22-30,0,34,3,3,0,0,29,82
2015,6,Live Call,Late to Refill,1,1,10-Aug,22-30,1,8,1,1,1,1,9,27
2015,6,Live Call,Late to Refill,1,1,10-Aug,31-60,0,14,2,2,0,0,16,83
2015,6,Live Call,Late to Refill,1,1,10-Aug,31-60,1,3,1,1,1,1,9,45
2015,6,Live Call,Late to Refill,1,1,10-Aug,14-Aug,0,269,29,29,7,0,258,265
2015,6,Live Call,Late to Refill,1,1,10-Aug,14-Aug,1,161,15,15,15,15,136,136
2015,6,Live Call,Late to Refill,1,1,10-Aug,<=7,0,7,1,1,0,0,8,7
2015,6,Live Call,Late to Refill,1,1,<=3,15-21,1,24,2,2,2,2,5,32
2015,6,Live Call,Late to Refill,1,1,<=3,22-30,0,16,2,2,0,0,2,44
2015,6,Live Call,Late to Refill,1,1,<=3,31-60,0,9,1,1,0,0,2,33
2015,6,Live Call,Late to Refill,1,1,<=3,14-Aug,0,79,8,8,2,0,17,91
2015,6,Live Call,Late to Refill,1,1,<=3,14-Aug,1,38,5,5,5,5,9,56
2015,6,Live Call,Late to Refill,1,1,<=3,<=7,0,623,70,70,8,0,112,136
2015,6,Live Call,Late to Refill,1,1,<=3,<=7,1,144,25,25,25,25,45,50
2015,6,Live Call,Late to Refill,1,1,>10,15-21,0,479,53,53,7,0,1512,915
2015,6,Live Call,Late to Refill,1,1,>10,15-21,1,232,25,25,25,25,607,430
2015,6,Live Call,Late to Refill,1,1,>10,22-30,0,465,50,50,2,0,1120,1310
2015,6,Live Call,Late to Refill,1,1,>10,22-30,1,212,22,22,22,22,527,621
2015,6,Live Call,Late to Refill,1,1,>10,31-60,0,674,71,71,9,0,3200,3311
2015,6,Live Call,Late to Refill,1,1,>10,31-60,1,220,26,26,26,26,1011,1064
2015,6,Live Call,Late to Refill,1,1,>10,14-Aug,0,390,35,35,4,0,1007,426
2015,6,Live Call,Late to Refill,1,1,>10,14-Aug,1,118,11,11,11,11,356,142
2015,6,Live Call,Late to Refill,1,1,>10,<=7,0,97,11,11,0,0,1677,35
2015,6,Live Call,Late to Refill,1,1,>10,<=7,1,7,1,1,1,1,198,3
2015,6,Live Call,Late to Refill,1,1,>10,>60,0,6738,667,667,67,0,121608,59535
2015,6,Live Call,Late to Refill,1,1,>10,>60,1,2586,255,255,255,255,46740,22693
2015,6,Live Call,Chronic Non-Adherent,0,0,,,,,4669,0,,,,
2015,6,Live Call,Chronic Non-Adherent,0,1,,,,,449,0,,,,
2015,6,Live Call,Chronic Non-Adherent,1,0,7-Apr,15-21,0,12,1,1,0,0,6,16
2015,6,Live Call,Chronic Non-Adherent,1,0,7-Apr,15-21,1,36,4,4,4,4,23,66
2015,6,Live Call,Chronic Non-Adherent,1,0,7-Apr,22-30,0,14,2,2,0,0,12,46
2015,6,Live Call,Chronic Non-Adherent,1,0,7-Apr,31-60,0,84,9,9,1,0,52,441
2015,6,Live Call,Chronic Non-Adherent,1,0,7-Apr,14-Aug,0,12,2,2,0,0,11,28
2015,6,Live Call,Chronic Non-Adherent,1,0,7-Apr,14-Aug,1,32,3,3,3,3,17,25
2015,6,Live Call,Chronic Non-Adherent,1,0,7-Apr,<=7,0,196,21,21,3,0,117,7
2015,6,Live Call,Chronic Non-Adherent,1,0,7-Apr,<=7,1,93,8,8,8,8,46,5
2015,6,Live Call,Chronic Non-Adherent,1,0,7-Apr,>60,1,12,1,1,1,1,4,72
2015,6,Live Call,Chronic Non-Adherent,1,0,10-Aug,15-21,0,62,5,5,2,0,48,97
2015,6,Live Call,Chronic Non-Adherent,1,0,10-Aug,15-21,1,13,1,1,1,1,10,16
2015,6,Live Call,Chronic Non-Adherent,1,0,10-Aug,22-30,0,6,1,1,0,0,9,25
2015,6,Live Call,Chronic Non-Adherent,1,0,10-Aug,31-60,0,8,1,1,0,0,8,32
2015,6,Live Call,Chronic Non-Adherent,1,0,10-Aug,31-60,1,27,3,3,3,3,29,140
2015,6,Live Call,Chronic Non-Adherent,1,0,10-Aug,14-Aug,0,30,4,4,0,0,34,46
2015,6,Live Call,Chronic Non-Adherent,1,0,10-Aug,14-Aug,1,30,3,3,3,3,25,33
2015,6,Live Call,Chronic Non-Adherent,1,0,10-Aug,<=7,0,165,16,16,4,0,145,5
2015,6,Live Call,Chronic Non-Adherent,1,0,10-Aug,<=7,1,140,13,13,13,13,122,23
2015,6,Live Call,Chronic Non-Adherent,1,0,10-Aug,>60,0,16,1,1,0,0,9,61
2015,6,Live Call,Chronic Non-Adherent,1,0,<=3,15-21,0,14089,1437,1437,138,0,8,25537
2015,6,Live Call,Chronic Non-Adherent,1,0,<=3,15-21,1,5419,545,545,545,545,0,9657
2015,6,Live Call,Chronic Non-Adherent,1,0,<=3,22-30,0,14146,1399,1399,154,0,3,36099
2015,6,Live Call,Chronic Non-Adherent,1,0,<=3,22-30,1,5995,593,593,593,593,4,15177
2015,6,Live Call,Chronic Non-Adherent,1,0,<=3,31-60,0,24588,2553,2553,240,0,0,110371
2015,6,Live Call,Chronic Non-Adherent,1,0,<=3,31-60,1,10330,1053,1053,1053,1053,2,46135
2015,6,Live Call,Chronic Non-Adherent,1,0,<=3,14-Aug,0,19489,2037,2037,257,0,9,21888
2015,6,Live Call,Chronic Non-Adherent,1,0,<=3,14-Aug,1,7497,821,821,821,821,1,8697
2015,6,Live Call,Chronic Non-Adherent,1,0,<=3,<=7,0,88610,9180,9180,1044,0,15,12709
2015,6,Live Call,Chronic Non-Adherent,1,0,<=3,<=7,1,37204,3782,3782,3782,3782,14,5214
2015,6,Live Call,Chronic Non-Adherent,1,0,<=3,>60,0,10487,1076,1076,135,0,0,78114
2015,6,Live Call,Chronic Non-Adherent,1,0,<=3,>60,1,4177,430,430,430,430,0,31524
2015,6,Live Call,Chronic Non-Adherent,1,0,>10,15-21,0,402,36,36,8,0,4873,642
2015,6,Live Call,Chronic Non-Adherent,1,0,>10,15-21,1,131,17,17,17,17,3035,309
2015,6,Live Call,Chronic Non-Adherent,1,0,>10,22-30,0,397,41,41,3,0,4860,1045
2015,6,Live Call,Chronic Non-Adherent,1,0,>10,22-30,1,137,14,14,14,14,1862,378
2015,6,Live Call,Chronic Non-Adherent,1,0,>10,31-60,0,657,68,68,11,0,7867,2883
2015,6,Live Call,Chronic Non-Adherent,1,0,>10,31-60,1,290,33,33,33,33,3733,1358
2015,6,Live Call,Chronic Non-Adherent,1,0,>10,14-Aug,0,622,61,61,7,0,7121,653
2015,6,Live Call,Chronic Non-Adherent,1,0,>10,14-Aug,1,186,17,17,17,17,1588,186
2015,6,Live Call,Chronic Non-Adherent,1,0,>10,<=7,0,3254,328,328,30,0,39934,298
2015,6,Live Call,Chronic Non-Adherent,1,0,>10,<=7,1,1281,136,136,136,136,14879,116
2015,6,Live Call,Chronic Non-Adherent,1,0,>10,>60,0,278,29,29,1,0,3517,2093
2015,6,Live Call,Chronic Non-Adherent,1,0,>10,>60,1,102,11,11,11,11,2298,860
2015,6,Live Call,Chronic Non-Adherent,1,1,7-Apr,15-21,0,28,2,2,0,0,11,31
2015,6,Live Call,Chronic Non-Adherent,1,1,7-Apr,15-21,1,20,2,2,2,2,14,38
2015,6,Live Call,Chronic Non-Adherent,1,1,7-Apr,22-30,0,10,1,1,0,0,7,22
2015,6,Live Call,Chronic Non-Adherent,1,1,7-Apr,22-30,1,49,3,3,3,3,15,67
2015,6,Live Call,Chronic Non-Adherent,1,1,7-Apr,31-60,0,7,1,1,0,0,6,52
2015,6,Live Call,Chronic Non-Adherent,1,1,7-Apr,31-60,1,53,3,3,3,3,17,110
2015,6,Live Call,Chronic Non-Adherent,1,1,7-Apr,14-Aug,1,11,1,1,1,1,5,12
2015,6,Live Call,Chronic Non-Adherent,1,1,7-Apr,<=7,0,295,29,29,3,0,164,2
2015,6,Live Call,Chronic Non-Adherent,1,1,7-Apr,<=7,1,71,6,6,6,6,37,4
2015,6,Live Call,Chronic Non-Adherent,1,1,10-Aug,15-21,0,9,1,1,1,0,10,17
2015,6,Live Call,Chronic Non-Adherent,1,1,10-Aug,31-60,1,13,1,1,1,1,8,41
2015,6,Live Call,Chronic Non-Adherent,1,1,10-Aug,14-Aug,0,14,1,1,1,0,8,9
2015,6,Live Call,Chronic Non-Adherent,1,1,10-Aug,14-Aug,1,16,2,2,2,2,19,22
2015,6,Live Call,Chronic Non-Adherent,1,1,10-Aug,<=7,0,162,15,15,4,0,134,11
2015,6,Live Call,Chronic Non-Adherent,1,1,10-Aug,<=7,1,89,10,10,10,10,93,1
2015,6,Live Call,Chronic Non-Adherent,1,1,10-Aug,>60,0,13,1,1,0,0,9,64
2015,6,Live Call,Chronic Non-Adherent,1,1,<=3,15-21,0,3015,301,301,35,0,1,5249
2015,6,Live Call,Chronic Non-Adherent,1,1,<=3,15-21,1,1178,135,135,135,135,0,2369
2015,6,Live Call,Chronic Non-Adherent,1,1,<=3,22-30,0,2844,291,291,28,0,0,7573
2015,6,Live Call,Chronic Non-Adherent,1,1,<=3,22-30,1,1020,103,103,103,103,2,2610
2015,6,Live Call,Chronic Non-Adherent,1,1,<=3,31-60,0,4079,411,411,40,0,1,17618
2015,6,Live Call,Chronic Non-Adherent,1,1,<=3,31-60,1,1542,151,151,151,151,0,6503
2015,6,Live Call,Chronic Non-Adherent,1,1,<=3,14-Aug,0,5306,548,548,50,0,5,5771
2015,6,Live Call,Chronic Non-Adherent,1,1,<=3,14-Aug,1,1927,206,206,206,206,0,2134
2015,6,Live Call,Chronic Non-Adherent,1,1,<=3,<=7,0,36516,3796,3796,505,0,36,4101
2015,6,Live Call,Chronic Non-Adherent,1,1,<=3,<=7,1,15886,1617,1617,1617,1617,17,1674
2015,6,Live Call,Chronic Non-Adherent,1,1,<=3,>60,0,1363,141,141,11,0,0,10242
2015,6,Live Call,Chronic Non-Adherent,1,1,<=3,>60,1,483,51,51,51,51,0,3702
2015,6,Live Call,Chronic Non-Adherent,1,1,>10,15-21,0,92,11,11,1,0,774,189
2015,6,Live Call,Chronic Non-Adherent,1,1,>10,15-21,1,62,8,8,8,8,548,146
2015,6,Live Call,Chronic Non-Adherent,1,1,>10,22-30,0,124,13,13,4,0,1092,332
2015,6,Live Call,Chronic Non-Adherent,1,1,>10,22-30,1,119,9,9,9,9,879,232
2015,6,Live Call,Chronic Non-Adherent,1,1,>10,31-60,0,84,11,11,1,0,966,465
2015,6,Live Call,Chronic Non-Adherent,1,1,>10,31-60,1,76,10,10,10,10,932,435
2015,6,Live Call,Chronic Non-Adherent,1,1,>10,14-Aug,0,251,27,27,1,0,2254,280
2015,6,Live Call,Chronic Non-Adherent,1,1,>10,14-Aug,1,36,5,5,5,5,485,53
2015,6,Live Call,Chronic Non-Adherent,1,1,>10,<=7,0,4871,496,496,62,0,52662,233
2015,6,Live Call,Chronic Non-Adherent,1,1,>10,<=7,1,1741,186,186,186,186,17480,146
2015,6,Live Call,Chronic Non-Adherent,1,1,>10,>60,0,29,4,4,0,0,535,291
2015,7,IVR,Late to Refill,0,0,7-Apr,15-21,0,140,70,70,23,0,391,1243
2015,7,IVR,Late to Refill,0,0,7-Apr,15-21,1,46,23,23,23,23,135,402
2015,7,IVR,Late to Refill,0,0,7-Apr,22-30,0,484,227,227,66,0,1265,6387
2015,7,IVR,Late to Refill,0,0,7-Apr,22-30,1,92,46,46,46,46,231,1302
2015,7,IVR,Late to Refill,0,0,7-Apr,31-60,0,348,174,174,42,0,962,8558
2015,7,IVR,Late to Refill,0,0,7-Apr,31-60,1,44,22,22,22,22,121,1126
2015,7,IVR,Late to Refill,0,0,7-Apr,14-Aug,0,294,147,147,52,0,820,1534
2015,7,IVR,Late to Refill,0,0,7-Apr,14-Aug,1,89,37,37,37,37,199,376
2015,7,IVR,Late to Refill,0,0,7-Apr,<=7,0,3087,1461,1461,599,0,7962,8037
2015,7,IVR,Late to Refill,0,0,7-Apr,<=7,1,708,354,354,352,354,1904,1913
2015,7,IVR,Late to Refill,0,0,10-Aug,15-21,0,98,49,49,16,0,450,862
2015,7,IVR,Late to Refill,0,0,10-Aug,15-21,1,24,12,12,12,12,112,217
2015,7,IVR,Late to Refill,0,0,10-Aug,22-30,0,189,87,87,24,0,781,2432
2015,7,IVR,Late to Refill,0,0,10-Aug,22-30,1,70,20,20,19,20,187,545
2015,7,IVR,Late to Refill,0,0,10-Aug,31-60,0,225,105,105,39,0,925,5037
2015,7,IVR,Late to Refill,0,0,10-Aug,31-60,1,125,25,25,25,25,234,1236
